X_id,estId,estName,addrFull,srvType,insStatus,insDate,observation,infCategory,defDesc,infType,actionDesc,OutcomeDate,OutcomeDesc,fineAmount,geometry
879,10824391,VG HAIR STUDIO,"170 NORTH QUEEN ST, SUITE K31",Barbering & Hairdressing,Pass,2024-09-17,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.55842, 43.61917]]}"
880,10824440,EE HAIR SALON,"259 MORNINGSIDE AVE, B3",Barbering & Hairdressing,Pass,2024-09-17,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.18637, 43.77053]]}"
881,10824453,SARINA NAILS & BEAUTY,"385 DONLANDS AVE, 385",Aesthetics,Pass,2024-09-17,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34239, 43.69355]]}"
882,10824453,SARINA NAILS & BEAUTY,"385 DONLANDS AVE, 385",Nails,Pass,2024-09-17,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34239, 43.69355]]}"
883,10819305,STUDIO FLORA,"1087 QUEEN ST W, FLR-4,UNIT-400",Aesthetics,Pass,2024-07-29,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42208, 43.64325]]}"
884,10819305,STUDIO FLORA,"1087 QUEEN ST W, FLR-4,UNIT-400",Micropigmentation/Microblading,Pass,2024-07-29,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.42208, 43.64325]]}"
885,10818936,LAPARA NAIL SALON,"544 YONGE ST, FLR-2",Aesthetics,Pass,2024-08-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38452, 43.66426]]}"
886,10818936,LAPARA NAIL SALON,"544 YONGE ST, FLR-2",Nails,Pass,2024-08-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38452, 43.66426]]}"
887,10819145,SEE U NAIL STUDIO,2410 KINGSTON RD,Aesthetics,Pass,2024-08-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.25042, 43.70851]]}"
888,10819145,SEE U NAIL STUDIO,2410 KINGSTON RD,Nails,Pass,2024-08-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.25042, 43.70851]]}"
889,10819247,BEAUTYSTHETICS545,"1215 ST CLAIR AVE W, FLR-2,UNIT-1A",Aesthetics,Pass,2024-08-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.44474, 43.6773]]}"
890,10819329,LONE & CO INC,711 QUEEN ST E,Barbering & Hairdressing,Pass,2024-07-29,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34951, 43.65878]]}"
891,10819434,SHREE BEACH SPA,853 KINGSTON RD,Aesthetics,Pass,2024-07-18,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.29098, 43.68007]]}"
892,10819446,SEBERT'S EXCLUSIVE BARBERSHOP,"1747 ALBION RD, UNIT 5",Barbering & Hairdressing,Pass,2024-08-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.60538, 43.74363]]}"
893,10819446,SEBERT'S EXCLUSIVE BARBERSHOP,"1747 ALBION RD, UNIT 5",Barbering & Hairdressing,Conditional Pass,2024-07-30,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,06 - Sharps Handling & Disposal,Fail to ensure all sharps disposed of immediately after use in sharps container in close proximity to where personal service provided. Reg. Subsec. 10 (7),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.60538, 43.74363]]}"
894,10819465,N NAIL AND SPA,"33 YONGE ST, UNIT-112",Aesthetics,Pass,2024-07-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3768, 43.64741]]}"
895,10819465,N NAIL AND SPA,"33 YONGE ST, UNIT-112",Nails,Pass,2024-07-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3768, 43.64741]]}"
896,10819560,GLAMOUR NAILS,2239 DUNDAS ST W,Aesthetics,Pass,2024-07-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.45225, 43.65423]]}"
897,10819560,GLAMOUR NAILS,2239 DUNDAS ST W,Nails,Pass,2024-07-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.45225, 43.65423]]}"
898,10819631,CHANTEL HAIR BOUTIQUE SALON,1740 JANE ST,Barbering & Hairdressing,Pass,2024-07-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.50458, 43.70461]]}"
899,10819635,STYLINCHIC SALON,"2763 DANFORTH AVE, UNIT-6",Barbering & Hairdressing,Pass,2024-07-31,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.29713, 43.68902]]}"
900,10819635,STYLINCHIC SALON,"2763 DANFORTH AVE, UNIT-6",Nails,Pass,2024-07-31,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.29713, 43.68902]]}"
901,10819650,JUST SKIN,808 DANFORTH AVE,Aesthetics,Pass,2024-08-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.34146, 43.67976]]}"
902,10819748,STUDIO 112,"227 STERLING RD, UNIT-112",Tattooing,Pass,2024-08-09,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.44603, 43.65628]]}"
903,10819713,NEW DIMENSION AFRICAN HAIRDRESSER SALON,1098 BLOOR ST W,Barbering & Hairdressing,Pass,2024-08-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.43451, 43.66026]]}"
904,10819721,LUCKY SALOON INC.,"1745 ALBION RD, UNIT 5",Barbering & Hairdressing,Pass,2024-08-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.60538, 43.74363]]}"
905,10819739,PILGRIM,"220 YONGE ST, UNIT-B206-C",Body Piercing,Pass,2024-08-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38011, 43.65368]]}"
906,10819833,HIPPO HIPPO NAILS,5291A YONGE ST,Aesthetics,Pass,2024-08-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41349, 43.7728]]}"
907,10819833,HIPPO HIPPO NAILS,5291A YONGE ST,Nails,Pass,2024-08-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41349, 43.7728]]}"
908,10819835,PURE AND RARE,"565 WILSON AVE, UNIT-W111",Aesthetics,Pass,2024-08-08,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.44806, 43.73405]]}"
909,10819854,NILDA'S UNISEX BEAUTY SALON,541 ROGERS RD,Aesthetics,Pass,2024-08-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46944, 43.6821]]}"
910,10819854,NILDA'S UNISEX BEAUTY SALON,541 ROGERS RD,Barbering & Hairdressing,Pass,2024-08-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46944, 43.6821]]}"
911,10819854,NILDA'S UNISEX BEAUTY SALON,541 ROGERS RD,Nails,Pass,2024-08-02,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46944, 43.6821]]}"
912,10820014,CETIRI FACIAL STUDIO,1234 COLLEGE ST,Aesthetics,Pass,2024-08-27,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.43785, 43.65168]]}"
913,10820187,SALON MILLIARD,1496 DANFORTH AVE,Barbering & Hairdressing,Pass,2024-08-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3256, 43.68315]]}"
914,10820202,QB HOUSE,"840 YONGE ST, UNIT-103",Barbering & Hairdressing,Pass,2024-08-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38754, 43.67154]]}"
915,10820216,SCARBOROUGH FADES,"2231 VICTORIA PARK AVE, 2",Barbering & Hairdressing,Pass,2024-08-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.31662, 43.76187]]}"
916,10820395,STRND STUDIO,"777 RICHMOND ST W, SUITE-2029",Barbering & Hairdressing,Pass,2024-08-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40983, 43.6448]]}"
917,10820395,STRND STUDIO,"777 RICHMOND ST W, SUITE-2029",Barbering & Hairdressing,Conditional Pass,2024-08-09,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,04 - Reprocessing and Maintenance of Reusable Equipment/Instruments,Reusable equipment not cleaned as often as necessary to prevent disease transmission. Reg. Subsec. 10 (4),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40983, 43.6448]]}"
918,10820395,STRND STUDIO,"777 RICHMOND ST W, SUITE-2029",Barbering & Hairdressing,Conditional Pass,2024-08-09,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,09 - Additional Record Requirements,Fail to keep accidental exposure records of personal service setting as required. Reg. Para. 4 of subsec. 14 (1),C - Crucial,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40983, 43.6448]]}"
919,10820395,STRND STUDIO,"777 RICHMOND ST W, SUITE-2029",Barbering & Hairdressing,Conditional Pass,2024-08-09,One or more significant infractions were observed under the Bodysafe Premises Regulation during an inspection.,01 - Public Health Notification,Fail to provide written notification of intention to operate personal service setting at least 14 days before commencing operation. Reg. Subsec. 3 (1),S - Significant,Notice to Comply,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.40983, 43.6448]]}"
920,10820621,EMILY HOUSE NAIL STUDIO ON AVENUE,"1788 AVENUE RD, UNIT-5",Nails,Pass,2024-08-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41905, 43.73003]]}"
921,10820899,CYBERDOLLZ & NAILED BY RARRI,1367 WILSON AVE,Nails,Pass,2024-08-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.49808, 43.72286]]}"
922,10820760,PP BEAUTY & ACADEMY,2611 YONGE ST,Aesthetics,Pass,2024-08-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39981, 43.71478]]}"
923,10820760,PP BEAUTY & ACADEMY,2611 YONGE ST,Barbering & Hairdressing,Pass,2024-08-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39981, 43.71478]]}"
924,10820760,PP BEAUTY & ACADEMY,2611 YONGE ST,Micropigmentation/Microblading,Pass,2024-08-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39981, 43.71478]]}"
925,10820760,PP BEAUTY & ACADEMY,2611 YONGE ST,Nails,Pass,2024-08-15,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.39981, 43.71478]]}"
926,10820768,TORONTO BEAUTY COMMUNITY,194A CARLTON ST,Aesthetics,Pass,2024-08-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37114, 43.6636]]}"
927,10820768,TORONTO BEAUTY COMMUNITY,194A CARLTON ST,Nails,Pass,2024-08-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37114, 43.6636]]}"
928,10820822,STIL CULTUR BARBER SHOP,982 DUNDAS ST W,Barbering & Hairdressing,Pass,2024-08-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41517, 43.65065]]}"
929,10820690,HAVEN BARBERS,"4679 KINGSTON RD, UNIT-6",Barbering & Hairdressing,Pass,2024-08-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.17294, 43.7758]]}"
930,10820904,CROOKED ANGEL INK,1367 WILSON AVE,Tattooing,Pass,2024-08-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.49808, 43.72286]]}"
931,10820912,LA MICHAELZ,2579 EGLINTON AVE W,Barbering & Hairdressing,Pass,2024-08-13,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.47354, 43.6903]]}"
932,10820946,JK BEAUTY,1573 BLOOR ST W,Aesthetics,Pass,2024-08-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.45422, 43.65595]]}"
933,10820946,JK BEAUTY,1573 BLOOR ST W,Barbering & Hairdressing,Pass,2024-08-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.45422, 43.65595]]}"
934,10820946,JK BEAUTY,1573 BLOOR ST W,Micropigmentation/Microblading,Pass,2024-08-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.45422, 43.65595]]}"
935,10820946,JK BEAUTY,1573 BLOOR ST W,Nails,Pass,2024-08-19,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.45422, 43.65595]]}"
936,10820963,VIVACITE LASER AND MEDISPA,2400 KINGSTON RD,Aesthetics,Pass,2024-08-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.25054, 43.70836]]}"
937,10820963,VIVACITE LASER AND MEDISPA,2400 KINGSTON RD,Nails,Pass,2024-08-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.25054, 43.70836]]}"
938,10821119,TSERING'S BEAUTY SPA,149 RONCESVALLES AVE,Aesthetics,Pass,2024-08-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.44805, 43.64373]]}"
939,10821119,TSERING'S BEAUTY SPA,149 RONCESVALLES AVE,Nails,Pass,2024-08-30,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.44805, 43.64373]]}"
940,10821200,HIDDEN DOOR STUDIO,"615 BLOOR ST W, UNIT-A",Tattooing,Pass,2024-08-22,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41382, 43.66456]]}"
941,10821235,ODISHO SALON (inside Saks Fifth Avenue),25 THE WEST MALL,Barbering & Hairdressing,Pass,2024-09-10,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.55597, 43.61265]]}"
942,10507432,IVY NAILS,2957 DUNDAS ST W,Aesthetics,Pass,2023-11-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46784, 43.66529]]}"
943,10507432,IVY NAILS,2957 DUNDAS ST W,Aesthetics,Pass,2023-08-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46784, 43.66529]]}"
944,10507432,IVY NAILS,2957 DUNDAS ST W,Nails,Pass,2023-11-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46784, 43.66529]]}"
945,10507432,IVY NAILS,2957 DUNDAS ST W,Nails,Pass,2023-08-23,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.46784, 43.66529]]}"
946,10506872,NC PLUS INC,"750 YONGE ST, FLR-2ND",Barbering & Hairdressing,Pass,2024-07-18,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38658, 43.66921]]}"
947,10506999,LA SPIAGGIA,"2141 KIPLING AVE, UNIT-101",Aesthetics,Pass,2024-01-09,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.56962, 43.71969]]}"
948,10506999,LA SPIAGGIA,"2141 KIPLING AVE, UNIT-101",Barbering & Hairdressing,Pass,2024-01-09,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.56962, 43.71969]]}"
949,10506999,LA SPIAGGIA,"2141 KIPLING AVE, UNIT-101",Nails,Pass,2024-01-09,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.56962, 43.71969]]}"
950,10507274,NUMBER ONE NAILS AND SPA,2375 FINCH AVE W,Aesthetics,Pass,2024-06-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.54343, 43.75127]]}"
951,10507274,NUMBER ONE NAILS AND SPA,2375 FINCH AVE W,Nails,Pass,2024-06-12,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.54343, 43.75127]]}"
952,10504659,NEBULA NAILS & SPA,120 ADELAIDE ST E,Aesthetics,Pass,2024-08-27,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37324, 43.65171]]}"
953,10504659,NEBULA NAILS & SPA,120 ADELAIDE ST E,Aesthetics,Pass,2023-08-21,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37324, 43.65171]]}"
954,10504659,NEBULA NAILS & SPA,120 ADELAIDE ST E,Nails,Pass,2024-08-27,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37324, 43.65171]]}"
955,10504659,NEBULA NAILS & SPA,120 ADELAIDE ST E,Nails,Pass,2023-08-21,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.37324, 43.65171]]}"
956,10505041,DAISY NAILS & SPA,"5460 YONGE ST, UNIT-104",Aesthetics,Pass,2024-04-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41553, 43.77721]]}"
957,10505041,DAISY NAILS & SPA,"5460 YONGE ST, UNIT-104",Nails,Pass,2024-04-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.41553, 43.77721]]}"
958,10505896,SALON MODA,391 JANE ST,Barbering & Hairdressing,Pass,2024-04-09,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.48783, 43.65807]]}"
959,10513510,IMPERIAL MENS' SALON LOUNGE,120 GLENHOLME AVE,Aesthetics,Pass,2024-04-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.43887, 43.67916]]}"
960,10513510,IMPERIAL MENS' SALON LOUNGE,120 GLENHOLME AVE,Barbering & Hairdressing,Pass,2024-04-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.43887, 43.67916]]}"
961,10514005,HAIR SENSATION & SKIN CARE,1356 DANFORTH AVE,Aesthetics,Pass,2024-08-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.32874, 43.68249]]}"
962,10514005,HAIR SENSATION & SKIN CARE,1356 DANFORTH AVE,Barbering & Hairdressing,Pass,2024-08-01,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.32874, 43.68249]]}"
963,10513491,LAYMON HAIR & ESTHETIC SALON,2588 DANFORTH AVE,Aesthetics,Pass,2023-09-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.30104, 43.68864]]}"
964,10513491,LAYMON HAIR & ESTHETIC SALON,2588 DANFORTH AVE,Barbering & Hairdressing,Pass,2023-09-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.30104, 43.68864]]}"
965,10513491,LAYMON HAIR & ESTHETIC SALON,2588 DANFORTH AVE,Ear Piercing,Pass,2023-09-26,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.30104, 43.68864]]}"
966,10513501,NUVO NAILS,"391 FRONT ST W, UNIT-C",Aesthetics,Pass,2023-11-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3931, 43.64277]]}"
967,10513501,NUVO NAILS,"391 FRONT ST W, UNIT-C",Nails,Pass,2023-11-07,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.3931, 43.64277]]}"
968,10513918,M NAILS,117 DANFORTH AVE,Aesthetics,Pass,2023-10-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.35791, 43.67621]]}"
969,10513918,M NAILS,117 DANFORTH AVE,Nails,Pass,2023-10-05,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.35791, 43.67621]]}"
970,10513924,CUTS BY TAZ,"115 DANFORTH AVE, UNIT-204",Barbering & Hairdressing,Pass,2023-10-06,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.35793, 43.67618]]}"
971,10514336,LUV DEM NAILS,"6758 KINGSTON RD, UNIT-4",Aesthetics,Pass,2023-11-09,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.14808, 43.79858]]}"
972,10514336,LUV DEM NAILS,"6758 KINGSTON RD, UNIT-4",Nails,Pass,2023-11-09,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.14808, 43.79858]]}"
973,10514742,THE COLOR HAIR SALON,"1033 BAY ST, UNIT-10",Barbering & Hairdressing,Pass,2024-03-14,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.38741, 43.66616]]}"
974,10515270,BENEFIT BROW BAR,"3401 DUFFERIN ST, UNIT-CRU 233",Aesthetics,Pass,2024-07-16,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.45147, 43.72608]]}"
975,10515270,BENEFIT BROW BAR,"3401 DUFFERIN ST, UNIT-CRU 233",Aesthetics,Pass,2023-08-04,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.45147, 43.72608]]}"
976,10515270,BENEFIT BROW BAR,"3401 DUFFERIN ST, UNIT-CRU 233",Aesthetics,Pass,2023-08-03,No infractions were observed under the Bodysafe Premises Regulation during an inspection.,None,None,None,None,NA,None,NA,"{'type': 'MultiPoint', 'coordinates': [[-79.45147, 43.72608]]}"
